plant,insect,group
"Veronica persica","Melitta leporina","Bee"
"Veronica spicata","Melitta leporina","Bee"
"Bartsia alpina","Melitta tricincta","Bee"
"Crepis capillaris","Melitta tricincta","Bee"
"Odontites vernus","Melitta tricincta","Bee"
"Knautia arvensis","Nomada argentata","Bee"
"Scabiosa columbaria","Nomada argentata","Bee"
"Succisa pratensis","Nomada argentata","Bee"
"Knautia arvensis","Nomada armata","Bee"
"Onobrychis viciifolia","Nomada armata","Bee"
"Calluna vulgaris","Nomada baccata","Bee"
"Crepis biennis","Nomada baccata","Bee"
"Crepis capillaris","Nomada baccata","Bee"
"Crepis vesicaria","Nomada baccata","Bee"
"Eupatorium cannabinum","Nomada baccata","Bee"
"Pulicaria dysenterica","Nomada baccata","Bee"
"Senecio jacobaea","Nomada baccata","Bee"
"Acer platanoides","Nomada fabriciana","Bee"
"Allium schoenoprasum","Nomada fabriciana","Bee"
"Allium sphaerocephalon","Nomada fabriciana","Bee"
"Allium triquetrum","Nomada fabriciana","Bee"
"Allium ursinum","Nomada fabriciana","Bee"
"Bellis perennis","Nomada fabriciana","Bee"
"Crataegus monogyna","Nomada fabriciana","Bee"
"Epilobium hirsutum","Nomada fabriciana","Bee"
"Epilobium montanum","Nomada fabriciana","Bee"
"Epilobium parviflorum","Nomada fabriciana","Bee"
"Epilobium tetragonum","Nomada fabriciana","Bee"
"Erica cinerea","Nomada fabriciana","Bee"
"Erica tetralix","Nomada fabriciana","Bee"
"Erica vagans","Nomada fabriciana","Bee"
"Heracleum sphondylium","Nomada fabriciana","Bee"
"Leucanthemum lacustre x maximum = L. x superbum","Nomada fabriciana","Bee"
"Leucanthemum vulgare","Nomada fabriciana","Bee"
"Origanum vulgare","Nomada fabriciana","Bee"
"Potentilla anserina","Nomada fabriciana","Bee"
"Ranunculus repens","Nomada fabriciana","Bee"
"Rubus fruticosus","Nomada fabriciana","Bee"
"Salix alba","Nomada fabriciana","Bee"
"Salix aurita","Nomada fabriciana","Bee"
"Salix caprea","Nomada fabriciana","Bee"
"Salix cinerea","Nomada fabriciana","Bee"
"Salix fragilis","Nomada fabriciana","Bee"
"Salix pentandra","Nomada fabriciana","Bee"
"Salix repens","Nomada fabriciana","Bee"
"Salix viminalis","Nomada fabriciana","Bee"
"Senecio jacobaea","Nomada fabriciana","Bee"
"Stellaria holostea","Nomada fabriciana","Bee"
"Taraxacum","Nomada fabriciana","Bee"
"Thymus polytrichus","Nomada fabriciana","Bee"
"Thymus pulegioides","Nomada fabriciana","Bee"
"Thymus serpyllum","Nomada fabriciana","Bee"
"Tussilago farfara","Nomada fabriciana","Bee"
"Veronica chamaedrys","Nomada fabriciana","Bee"
"Acer campestre","Nomada flava","Bee"
"Acer platanoides","Nomada flava","Bee"
"Acer pseudoplatanus","Nomada flava","Bee"
"Allium ursinum","Nomada flava","Bee"
"Barbarea vulgaris","Nomada flava","Bee"
"Bellis perennis","Nomada flava","Bee"
"Calluna vulgaris","Nomada flava","Bee"
"Cornus sanguinea","Nomada flava","Bee"
"Crataegus monogyna","Nomada flava","Bee"
"Crepis biennis","Nomada flava","Bee"
"Crepis capillaris","Nomada flava","Bee"
"Crepis vesicaria","Nomada flava","Bee"
"Euphorbia amygdaloides","Nomada flava","Bee"
"Euphorbia hyberna","Nomada flava","Bee"
"Euphorbia paralias","Nomada flava","Bee"
"Euphorbia portlandica","Nomada flava","Bee"
"Ficaria verna","Nomada flava","Bee"
"Heracleum sphondylium","Nomada flava","Bee"
"Lamium album","Nomada flava","Bee"
"Laurus nobilis","Nomada flava","Bee"
"Lonicera periclymenum","Nomada flava","Bee"
"Oenanthe crocata","Nomada flava","Bee"
"Potentilla anserina","Nomada flava","Bee"
"Prunus domestica","Nomada flava","Bee"
"Ranunculus repens","Nomada flava","Bee"
"Rubus caesius","Nomada flava","Bee"
"Rubus fruticosus","Nomada flava","Bee"
"Rubus idaeus","Nomada flava","Bee"
"Rubus spectabilis","Nomada flava","Bee"
"Salix fragilis","Nomada flava","Bee"
"Stellaria holostea","Nomada flava","Bee"
"Taraxacum","Nomada flava","Bee"
"Trifolium campestre","Nomada flava","Bee"
"Trifolium dubium","Nomada flava","Bee"
"Trifolium hybridum","Nomada flava","Bee"
"Trifolium medium","Nomada flava","Bee"
"Trifolium occidentale","Nomada flava","Bee"
"Trifolium pratense","Nomada flava","Bee"
"Trifolium repens","Nomada flava","Bee"
"Vaccinium myrtillus","Nomada flava","Bee"
"Vaccinium uliginosum","Nomada flava","Bee"
"Vaccinium vitis-idaea","Nomada flava","Bee"
"Veronica beccabunga","Nomada flava","Bee"
"Veronica chamaedrys","Nomada flava","Bee"
"Veronica officinalis","Nomada flava","Bee"
"Veronica persica","Nomada flava","Bee"
"Veronica spicata","Nomada flava","Bee"
"Bellis perennis","Nomada flavoguttata","Bee"
"Conium maculatum","Nomada flavoguttata","Bee"
"Crataegus monogyna","Nomada flavoguttata","Bee"
"Crepis biennis","Nomada flavoguttata","Bee"
"Crepis capillaris","Nomada flavoguttata","Bee"
"Crepis vesicaria","Nomada flavoguttata","Bee"
"Cymbalaria muralis","Nomada flavoguttata","Bee"
"Euphorbia amygdaloides","Nomada flavoguttata","Bee"
"Filipendula vulgaris","Nomada flavoguttata","Bee"
"Glechoma hederacea","Nomada flavoguttata","Bee"
"Heracleum sphondylium","Nomada flavoguttata","Bee"
"Lepidium draba","Nomada flavoguttata","Bee"
"Myosotis arvensis","Nomada flavoguttata","Bee"
"Myosotis scorpioides","Nomada flavoguttata","Bee"
"Prunus domestica","Nomada flavoguttata","Bee"
"Prunus spinosa","Nomada flavoguttata","Bee"
"Ranunculus repens","Nomada flavoguttata","Bee"
"Senecio jacobaea","Nomada flavoguttata","Bee"
"Stellaria holostea","Nomada flavoguttata","Bee"
"Taraxacum","Nomada flavoguttata","Bee"
"Ulex europaeus","Nomada flavoguttata","Bee"
"Veronica beccabunga","Nomada flavoguttata","Bee"
"Veronica chamaedrys","Nomada flavoguttata","Bee"
"Veronica officinalis","Nomada flavoguttata","Bee"
"Veronica persica","Nomada flavoguttata","Bee"
"Veronica spicata","Nomada flavoguttata","Bee"
"Viburnum lantana","Nomada flavoguttata","Bee"
"Cirsium arvense","Nomada flavopicta","Bee"
"Cirsium palustre","Nomada flavopicta","Bee"
"Inula conyzae","Nomada flavopicta","Bee"
"Inula crithmoides","Nomada flavopicta","Bee"
"Inula helenium","Nomada flavopicta","Bee"
"Knautia arvensis","Nomada flavopicta","Bee"
"Limonium binervosum","Nomada flavopicta","Bee"
"Limonium vulgare","Nomada flavopicta","Bee"
"Pulicaria dysenterica","Nomada flavopicta","Bee"
"Scabiosa columbaria","Nomada flavopicta","Bee"
"Senecio aquaticus","Nomada flavopicta","Bee"
"Senecio cineraria","Nomada flavopicta","Bee"
"Senecio erucifolius","Nomada flavopicta","Bee"
"Senecio jacobaea","Nomada flavopicta","Bee"
"Senecio squalidus","Nomada flavopicta","Bee"
"Senecio vulgaris","Nomada flavopicta","Bee"
"Armeria maritima","Nomada fucata","Bee"
"Bellis perennis","Nomada fucata","Bee"
"Centaurea nigra","Nomada fucata","Bee"
"Cirsium arvense","Nomada fucata","Bee"
"Erica cinerea","Nomada fucata","Bee"
"Ficaria verna","Nomada fucata","Bee"
"Glechoma hederacea","Nomada fucata","Bee"
"Knautia arvensis","Nomada fucata","Bee"
"Lotus corniculatus","Nomada fucata","Bee"
"Origanum vulgare","Nomada fucata","Bee"
"Pulicaria dysenterica","Nomada fucata","Bee"
"Ranunculus acris","Nomada fucata","Bee"
"Ranunculus aquatilis","Nomada fucata","Bee"
"Ranunculus bulbosus","Nomada fucata","Bee"
"Ranunculus flammula","Nomada fucata","Bee"
"Ranunculus lingua","Nomada fucata","Bee"
"Ranunculus repens","Nomada fucata","Bee"
"Salix cinerea","Nomada fucata","Bee"
"Scabiosa columbaria","Nomada fucata","Bee"
"Senecio jacobaea","Nomada fucata","Bee"
"Stellaria graminea","Nomada fucata","Bee"
"Stellaria holostea","Nomada fucata","Bee"
"Stellaria media","Nomada fucata","Bee"
"Stellaria nemorum","Nomada fucata","Bee"
"Taraxacum","Nomada fucata","Bee"
"Tussilago farfara","Nomada fucata","Bee"
"Armeria maritima","Nomada fulvicornis","Bee"
"Erica vagans","Nomada fulvicornis","Bee"
"Euonymus europaeus","Nomada fulvicornis","Bee"
"Limonium binervosum","Nomada fulvicornis","Bee"
"Limonium vulgare","Nomada fulvicornis","Bee"
"Origanum vulgare","Nomada fulvicornis","Bee"
"Rubus fruticosus","Nomada fulvicornis","Bee"
"Senecio aquaticus","Nomada fulvicornis","Bee"
"Senecio cineraria","Nomada fulvicornis","Bee"
"Senecio erucifolius","Nomada fulvicornis","Bee"
"Senecio jacobaea","Nomada fulvicornis","Bee"
"Senecio squalidus","Nomada fulvicornis","Bee"
"Senecio vulgaris","Nomada fulvicornis","Bee"
"Taraxacum","Nomada fulvicornis","Bee"
"Trifolium campestre","Nomada fulvicornis","Bee"
"Trifolium dubium","Nomada fulvicornis","Bee"
"Trifolium hybridum","Nomada fulvicornis","Bee"
"Trifolium medium","Nomada fulvicornis","Bee"
"Trifolium occidentale","Nomada fulvicornis","Bee"
"Trifolium pratense","Nomada fulvicornis","Bee"
"Trifolium repens","Nomada fulvicornis","Bee"
"Acer campestre","Nomada goodeniana","Bee"
"Anthriscus sylvestris","Nomada goodeniana","Bee"
"Armeria maritima","Nomada goodeniana","Bee"
"Brassica napus","Nomada goodeniana","Bee"
"Conium maculatum","Nomada goodeniana","Bee"
"Convolvulus arvensis","Nomada goodeniana","Bee"
"Crataegus monogyna","Nomada goodeniana","Bee"
"Crepis biennis","Nomada goodeniana","Bee"
"Crepis capillaris","Nomada goodeniana","Bee"
"Crepis vesicaria","Nomada goodeniana","Bee"
"Daucus carota","Nomada goodeniana","Bee"
"Euphorbia amygdaloides","Nomada goodeniana","Bee"
"Ficaria verna","Nomada goodeniana","Bee"
"Filipendula vulgaris","Nomada goodeniana","Bee"
"Hedera helix","Nomada goodeniana","Bee"
"Prunus spinosa","Nomada goodeniana","Bee"
"Ranunculus acris","Nomada goodeniana","Bee"
"Ranunculus aquatilis","Nomada goodeniana","Bee"
"Ranunculus bulbosus","Nomada goodeniana","Bee"
"Ranunculus flammula","Nomada goodeniana","Bee"
"Ranunculus lingua","Nomada goodeniana","Bee"
"Ranunculus repens","Nomada goodeniana","Bee"
"Rubus caesius","Nomada goodeniana","Bee"
"Rubus fruticosus","Nomada goodeniana","Bee"
"Rubus idaeus","Nomada goodeniana","Bee"
"Rubus spectabilis","Nomada goodeniana","Bee"
"Salix alba","Nomada goodeniana","Bee"
"Salix aurita","Nomada goodeniana","Bee"
"Salix caprea","Nomada goodeniana","Bee"
"Salix cinerea","Nomada goodeniana","Bee"
"Salix fragilis","Nomada goodeniana","Bee"
"Salix pentandra","Nomada goodeniana","Bee"
"Salix repens","Nomada goodeniana","Bee"
"Salix viminalis","Nomada goodeniana","Bee"
"Senecio jacobaea","Nomada goodeniana","Bee"
"Senecio squalidus","Nomada goodeniana","Bee"
"Stellaria graminea","Nomada goodeniana","Bee"
"Stellaria holostea","Nomada goodeniana","Bee"
"Stellaria media","Nomada goodeniana","Bee"
"Stellaria nemorum","Nomada goodeniana","Bee"
"Taraxacum","Nomada goodeniana","Bee"
"Thymus polytrichus","Nomada goodeniana","Bee"
"Thymus pulegioides","Nomada goodeniana","Bee"
"Thymus serpyllum","Nomada goodeniana","Bee"
"Ulex europaeus","Nomada goodeniana","Bee"
"Veronica beccabunga","Nomada goodeniana","Bee"
"Veronica chamaedrys","Nomada goodeniana","Bee"
"Veronica officinalis","Nomada goodeniana","Bee"
"Veronica persica","Nomada goodeniana","Bee"
"Veronica spicata","Nomada goodeniana","Bee"
"Veronica chamaedrys","Nomada guttulata","Bee"
"Acer campestre","Nomada hirtipes","Bee"
"Acer pseudoplatanus","Nomada hirtipes","Bee"
"Veronica chamaedrys","Nomada hirtipes","Bee"
"Acer campestre","Nomada lathburiana","Bee"
"Brassica napus","Nomada lathburiana","Bee"
"Crataegus monogyna","Nomada lathburiana","Bee"
"Euphorbia amygdaloides","Nomada lathburiana","Bee"
"Stellaria graminea","Nomada lathburiana","Bee"
"Stellaria holostea","Nomada lathburiana","Bee"
"Stellaria media","Nomada lathburiana","Bee"
"Stellaria nemorum","Nomada lathburiana","Bee"
"Stellaria graminea","Nomada leucophthalma","Bee"
"Stellaria holostea","Nomada leucophthalma","Bee"
"Stellaria media","Nomada leucophthalma","Bee"
"Stellaria nemorum","Nomada leucophthalma","Bee"
"Taraxacum","Nomada leucophthalma","Bee"
"Tussilago farfara","Nomada leucophthalma","Bee"
"Conium maculatum","Nomada marshamella","Bee"
"Crataegus monogyna","Nomada marshamella","Bee"
"Euphorbia amygdaloides","Nomada marshamella","Bee"
"Filipendula vulgaris","Nomada marshamella","Bee"
"Prunus domestica","Nomada marshamella","Bee"
"Prunus spinosa","Nomada marshamella","Bee"
"Salix alba","Nomada marshamella","Bee"
"Salix aurita","Nomada marshamella","Bee"
"Salix caprea","Nomada marshamella","Bee"
"Salix cinerea","Nomada marshamella","Bee"
"Salix fragilis","Nomada marshamella","Bee"
"Salix pentandra","Nomada marshamella","Bee"
"Salix repens","Nomada marshamella","Bee"
"Salix viminalis","Nomada marshamella","Bee"
"Senecio jacobaea","Nomada marshamella","Bee"
"Smyrnium olusatrum","Nomada marshamella","Bee"
"Taraxacum","Nomada marshamella","Bee"
"Tussilago farfara","Nomada marshamella","Bee"
"Acer campestre","Nomada panzeri","Bee"
"Angelica sylvestris","Nomada panzeri","Bee"
"Erica vagans","Nomada panzeri","Bee"
"Euphorbia amygdaloides","Nomada panzeri","Bee"
"Euphorbia hyberna","Nomada panzeri","Bee"
"Euphorbia paralias","Nomada panzeri","Bee"
"Euphorbia portlandica","Nomada panzeri","Bee"
"Reseda lutea","Nomada panzeri","Bee"
"Taraxacum","Nomada panzeri","Bee"
"Thymus polytrichus","Nomada panzeri","Bee"
"Thymus pulegioides","Nomada panzeri","Bee"
"Thymus serpyllum","Nomada panzeri","Bee"
"Veronica beccabunga","Nomada panzeri","Bee"
"Veronica chamaedrys","Nomada panzeri","Bee"
"Veronica officinalis","Nomada panzeri","Bee"
"Veronica persica","Nomada panzeri","Bee"
"Veronica spicata","Nomada panzeri","Bee"
"Acer pseudoplatanus","Nomada ruficornis","Bee"
"Angelica sylvestris","Nomada ruficornis","Bee"
"Conium maculatum","Nomada ruficornis","Bee"
"Euphorbia amygdaloides","Nomada ruficornis","Bee"
"Filipendula vulgaris","Nomada ruficornis","Bee"
"Heracleum sphondylium","Nomada ruficornis","Bee"
"Myosotis arvensis","Nomada ruficornis","Bee"
"Myosotis scorpioides","Nomada ruficornis","Bee"
"Potentilla erecta","Nomada ruficornis","Bee"
"Salix alba","Nomada ruficornis","Bee"
"Salix aurita","Nomada ruficornis","Bee"
"Salix caprea","Nomada ruficornis","Bee"
"Salix cinerea","Nomada ruficornis","Bee"
"Salix fragilis","Nomada ruficornis","Bee"
"Salix pentandra","Nomada ruficornis","Bee"
"Salix repens","Nomada ruficornis","Bee"
"Salix viminalis","Nomada ruficornis","Bee"
"Taraxacum","Nomada ruficornis","Bee"
"Ulex europaeus","Nomada ruficornis","Bee"
"Ulex gallii","Nomada ruficornis","Bee"
"Ulex minor","Nomada ruficornis","Bee"
"Veronica chamaedrys","Nomada ruficornis","Bee"
"Calluna vulgaris","Nomada rufipes","Bee"
"Cirsium arvense","Nomada rufipes","Bee"
"Crepis capillaris","Nomada rufipes","Bee"
"Daucus carota","Nomada rufipes","Bee"
"Erica cinerea","Nomada rufipes","Bee"
"Pastinaca sativa","Nomada rufipes","Bee"
"Pulicaria dysenterica","Nomada rufipes","Bee"
"Reseda lutea","Nomada rufipes","Bee"
"Senecio aquaticus","Nomada rufipes","Bee"
"Senecio cineraria","Nomada rufipes","Bee"
"Senecio erucifolius","Nomada rufipes","Bee"
"Senecio jacobaea","Nomada rufipes","Bee"
"Senecio squalidus","Nomada rufipes","Bee"
"Senecio vulgaris","Nomada rufipes","Bee"
"Stellaria graminea","Nomada rufipes","Bee"
"Stellaria holostea","Nomada rufipes","Bee"
"Stellaria media","Nomada rufipes","Bee"
"Stellaria nemorum","Nomada rufipes","Bee"
"Taraxacum","Nomada rufipes","Bee"
"Jasione montana","Nomada sheppardana","Bee"
"Leucanthemum lacustre x maximum = L. x superbum","Nomada sheppardana","Bee"
"Leucanthemum vulgare","Nomada sheppardana","Bee"
"Taraxacum","Nomada sheppardana","Bee"
"Tussilago farfara","Nomada sheppardana","Bee"
"Conium maculatum","Nomada striata","Bee"
"Crepis biennis","Nomada striata","Bee"
"Crepis capillaris","Nomada striata","Bee"
"Crepis vesicaria","Nomada striata","Bee"
"Euphorbia amygdaloides","Nomada striata","Bee"
"Ficaria verna","Nomada striata","Bee"
"Filipendula vulgaris","Nomada striata","Bee"
"Myosotis arvensis","Nomada striata","Bee"
"Myosotis scorpioides","Nomada striata","Bee"
"Prunus spinosa","Nomada striata","Bee"
"Ranunculus acris","Nomada striata","Bee"
"Ranunculus aquatilis","Nomada striata","Bee"
"Ranunculus bulbosus","Nomada striata","Bee"
"Ranunculus flammula","Nomada striata","Bee"
"Ranunculus lingua","Nomada striata","Bee"
"Ranunculus repens","Nomada striata","Bee"
"Rubus fruticosus","Nomada striata","Bee"
"Senecio jacobaea","Nomada striata","Bee"
"Ulex europaeus","Nomada striata","Bee"
"Ulex gallii","Nomada striata","Bee"
"Ulex minor","Nomada striata","Bee"
"Allium ursinum","Osmia aurulenta","Bee"
"Anthyllis vulneraria","Osmia aurulenta","Bee"
"Armeria maritima","Osmia aurulenta","Bee"
"Cynoglossum officinale","Osmia aurulenta","Bee"
"Daucus carota","Osmia aurulenta","Bee"
"Glechoma hederacea","Osmia aurulenta","Bee"
"Hippocrepis comosa","Osmia aurulenta","Bee"
"Lithospermum purpureocaeruleum","Osmia aurulenta","Bee"
"Lotus corniculatus","Osmia aurulenta","Bee"
"Onobrychis viciifolia","Osmia aurulenta","Bee"
"Pentaglottis sempervirens","Osmia aurulenta","Bee"
"Taraxacum","Osmia aurulenta","Bee"
"Trifolium campestre","Osmia aurulenta","Bee"
"Trifolium dubium","Osmia aurulenta","Bee"
"Trifolium hybridum","Osmia aurulenta","Bee"
"Trifolium medium","Osmia aurulenta","Bee"
"Trifolium occidentale","Osmia aurulenta","Bee"
"Trifolium pratense","Osmia aurulenta","Bee"
"Trifolium repens","Osmia aurulenta","Bee"
"Viola arvensis","Osmia aurulenta","Bee"
"Viola hirta","Osmia aurulenta","Bee"
"Viola odorata","Osmia aurulenta","Bee"
"Viola riviniana","Osmia aurulenta","Bee"
"Viola tricolor","Osmia aurulenta","Bee"
"Bellis perennis","Osmia bicolor","Bee"
"Bryonia dioica","Osmia bicolor","Bee"
"Centaurea nigra","Osmia bicolor","Bee"
"Crataegus monogyna","Osmia bicolor","Bee"
"Echium vulgare","Osmia bicolor","Bee"
"Ficaria verna","Osmia bicolor","Bee"
"Glechoma hederacea","Osmia bicolor","Bee"
"Helianthemum nummularium","Osmia bicolor","Bee"
"Hippocrepis comosa","Osmia bicolor","Bee"
"Lamium album","Osmia bicolor","Bee"
"Lamium purpureum","Osmia bicolor","Bee"
"Lotus corniculatus","Osmia bicolor","Bee"
"Malus domestica","Osmia bicolor","Bee"
"Malus sylvestris","Osmia bicolor","Bee"
"Onobrychis viciifolia","Osmia bicolor","Bee"
"Pentaglottis sempervirens","Osmia bicolor","Bee"
"Potentilla anserina","Osmia bicolor","Bee"
"Ranunculus acris","Osmia bicolor","Bee"
"Ranunculus aquatilis","Osmia bicolor","Bee"
"Ranunculus bulbosus","Osmia bicolor","Bee"
"Ranunculus flammula","Osmia bicolor","Bee"
"Ranunculus lingua","Osmia bicolor","Bee"
"Ranunculus repens","Osmia bicolor","Bee"
"Rosa arvensis","Osmia bicolor","Bee"
"Rosa canina","Osmia bicolor","Bee"
"Rosa rubiginosa","Osmia bicolor","Bee"
"Rosa rugosa","Osmia bicolor","Bee"
"Rosa spinosissima","Osmia bicolor","Bee"
"Rubus caesius","Osmia bicolor","Bee"
"Rubus fruticosus","Osmia bicolor","Bee"
"Rubus idaeus","Osmia bicolor","Bee"
"Rubus spectabilis","Osmia bicolor","Bee"
"Sorbus aria","Osmia bicolor","Bee"
"Sorbus aucuparia","Osmia bicolor","Bee"
"Taraxacum","Osmia bicolor","Bee"
"Ulex europaeus","Osmia bicolor","Bee"
"Valeriana officinalis","Osmia bicolor","Bee"
